sa2_type,timestamp,pop,week,day,day_num,hour
Transit,2020-04-17T08:00:00Z,36695,16,Fri,5,128
Transit,2020-04-17T09:00:00Z,36666,16,Fri,5,129
Transit,2020-04-17T10:00:00Z,36790,16,Fri,5,130
Transit,2020-04-17T11:00:00Z,36773,16,Fri,5,131
Transit,2020-04-17T12:00:00Z,36632,16,Fri,5,132
Transit,2020-04-17T13:00:00Z,37006,16,Fri,5,133
Transit,2020-04-17T14:00:00Z,37050,16,Fri,5,134
Transit,2020-04-17T15:00:00Z,37093,16,Fri,5,135
Transit,2020-04-17T16:00:00Z,37028,16,Fri,5,136
Transit,2020-04-17T17:00:00Z,37150,16,Fri,5,137
Transit,2020-04-17T18:00:00Z,36854,16,Fri,5,138
Transit,2020-04-17T19:00:00Z,36802,16,Fri,5,139
Transit,2020-04-17T20:00:00Z,36735,16,Fri,5,140
Transit,2020-04-17T21:00:00Z,36425,16,Fri,5,141
Transit,2020-04-17T22:00:00Z,36294,16,Fri,5,142
Transit,2020-04-17T23:00:00Z,36198,16,Fri,5,143
Transit,2020-04-18T00:00:00Z,35697,16,Sat,6,144
Transit,2020-04-18T01:00:00Z,35842,16,Sat,6,145
Transit,2020-04-18T02:00:00Z,35941,16,Sat,6,146
Transit,2020-04-18T03:00:00Z,35909,16,Sat,6,147
Transit,2020-04-18T04:00:00Z,36028,16,Sat,6,148
Transit,2020-04-18T05:00:00Z,36330,16,Sat,6,149
Transit,2020-04-18T06:00:00Z,36111,16,Sat,6,150
Transit,2020-04-18T07:00:00Z,36059,16,Sat,6,151
Transit,2020-04-18T08:00:00Z,36284,16,Sat,6,152
Transit,2020-04-18T09:00:00Z,36167,16,Sat,6,153
Transit,2020-04-18T10:00:00Z,36157,16,Sat,6,154
Transit,2020-04-18T11:00:00Z,36680,16,Sat,6,155
Transit,2020-04-18T12:00:00Z,36860,16,Sat,6,156
Transit,2020-04-18T13:00:00Z,36633,16,Sat,6,157
Transit,2020-04-18T14:00:00Z,36569,16,Sat,6,158
Transit,2020-04-18T15:00:00Z,37036,16,Sat,6,159
Transit,2020-04-18T16:00:00Z,37226,16,Sat,6,160
Transit,2020-04-18T17:00:00Z,37049,16,Sat,6,161
Transit,2020-04-18T18:00:00Z,36656,16,Sat,6,162
Transit,2020-04-18T19:00:00Z,36236,16,Sat,6,163
Transit,2020-04-18T20:00:00Z,36051,16,Sat,6,164
Transit,2020-04-18T21:00:00Z,36145,16,Sat,6,165
Transit,2020-04-18T22:00:00Z,36076,16,Sat,6,166
Transit,2020-04-18T23:00:00Z,35855,16,Sat,6,167
Transit,2020-04-19T00:00:00Z,35294,16,Sun,7,168
Transit,2020-04-19T01:00:00Z,35395,16,Sun,7,169
Transit,2020-04-19T02:00:00Z,35492,16,Sun,7,170
Transit,2020-04-19T03:00:00Z,35423,16,Sun,7,171
Transit,2020-04-19T04:00:00Z,35561,16,Sun,7,172
Transit,2020-04-19T05:00:00Z,35811,16,Sun,7,173
Transit,2020-04-19T06:00:00Z,35700,16,Sun,7,174
Transit,2020-04-19T07:00:00Z,35637,16,Sun,7,175
Transit,2020-04-19T08:00:00Z,35827,16,Sun,7,176
Transit,2020-04-19T09:00:00Z,36284,16,Sun,7,177
Transit,2020-04-19T10:00:00Z,36390,16,Sun,7,178
Transit,2020-04-19T11:00:00Z,36636,16,Sun,7,179
Transit,2020-04-19T12:00:00Z,36296,16,Sun,7,180
Transit,2020-04-19T13:00:00Z,36546,16,Sun,7,181
Transit,2020-04-19T14:00:00Z,36527,16,Sun,7,182
Transit,2020-04-19T15:00:00Z,36542,16,Sun,7,183
Transit,2020-04-19T16:00:00Z,36816,16,Sun,7,184
Transit,2020-04-19T17:00:00Z,36833,16,Sun,7,185
Transit,2020-04-19T18:00:00Z,36606,16,Sun,7,186
Transit,2020-04-19T19:00:00Z,36490,16,Sun,7,187
Transit,2020-04-19T20:00:00Z,36214,16,Sun,7,188
Transit,2020-04-19T21:00:00Z,36215,16,Sun,7,189
Transit,2020-04-19T22:00:00Z,36131,16,Sun,7,190
Transit,2020-04-19T23:00:00Z,35863,16,Sun,7,191
Workplace,2020-04-06T01:00:00Z,505041,15,Mon,1,25
Workplace,2020-04-06T02:00:00Z,505175,15,Mon,1,26
Workplace,2020-04-06T03:00:00Z,505517,15,Mon,1,27
Workplace,2020-04-06T04:00:00Z,506641,15,Mon,1,28
Workplace,2020-04-06T05:00:00Z,509923,15,Mon,1,29
Workplace,2020-04-06T06:00:00Z,522320,15,Mon,1,30
Workplace,2020-04-06T07:00:00Z,545240,15,Mon,1,31
Workplace,2020-04-06T08:00:00Z,576003,15,Mon,1,32
Workplace,2020-04-06T09:00:00Z,596281,15,Mon,1,33
Workplace,2020-04-06T10:00:00Z,605092,15,Mon,1,34
Workplace,2020-04-06T11:00:00Z,610497,15,Mon,1,35
Workplace,2020-04-06T12:00:00Z,612693,15,Mon,1,36
Workplace,2020-04-06T13:00:00Z,612089,15,Mon,1,37
Workplace,2020-04-06T14:00:00Z,610658,15,Mon,1,38
Workplace,2020-04-06T15:00:00Z,604639,15,Mon,1,39
Workplace,2020-04-06T16:00:00Z,588688,15,Mon,1,40
Workplace,2020-04-06T17:00:00Z,566246,15,Mon,1,41
Workplace,2020-04-06T18:00:00Z,546453,15,Mon,1,42
Workplace,2020-04-06T19:00:00Z,534820,15,Mon,1,43
Workplace,2020-04-06T20:00:00Z,527142,15,Mon,1,44
Workplace,2020-04-06T21:00:00Z,521864,15,Mon,1,45
Workplace,2020-04-06T22:00:00Z,519847,15,Mon,1,46
Workplace,2020-04-06T23:00:00Z,517887,15,Mon,1,47
Workplace,2020-04-07T00:00:00Z,507822,15,Tue,2,48
Workplace,2020-04-07T01:00:00Z,506984,15,Tue,2,49
Workplace,2020-04-07T02:00:00Z,506379,15,Tue,2,50
Workplace,2020-04-07T03:00:00Z,506125,15,Tue,2,51
Workplace,2020-04-07T04:00:00Z,508012,15,Tue,2,52
Workplace,2020-04-07T05:00:00Z,511952,15,Tue,2,53
Workplace,2020-04-07T06:00:00Z,522572,15,Tue,2,54
Workplace,2020-04-07T07:00:00Z,542983,15,Tue,2,55
Workplace,2020-04-07T08:00:00Z,574560,15,Tue,2,56
Workplace,2020-04-07T09:00:00Z,595067,15,Tue,2,57
Workplace,2020-04-07T10:00:00Z,605040,15,Tue,2,58
Workplace,2020-04-07T11:00:00Z,611296,15,Tue,2,59
Workplace,2020-04-07T12:00:00Z,614020,15,Tue,2,60
Workplace,2020-04-07T13:00:00Z,612288,15,Tue,2,61
Workplace,2020-04-07T14:00:00Z,610849,15,Tue,2,62
Workplace,2020-04-07T15:00:00Z,605144,15,Tue,2,63
Workplace,2020-04-07T16:00:00Z,589134,15,Tue,2,64
Workplace,2020-04-07T17:00:00Z,565858,15,Tue,2,65
Workplace,2020-04-07T18:00:00Z,546092,15,Tue,2,66
Workplace,2020-04-07T19:00:00Z,534818,15,Tue,2,67
Workplace,2020-04-07T20:00:00Z,527243,15,Tue,2,68
Workplace,2020-04-07T21:00:00Z,522267,15,Tue,2,69
Workplace,2020-04-07T22:00:00Z,519851,15,Tue,2,70
Workplace,2020-04-07T23:00:00Z,516882,15,Tue,2,71
Workplace,2020-04-08T00:00:00Z,507097,15,Wed,3,72
Workplace,2020-04-08T01:00:00Z,506878,15,Wed,3,73
Workplace,2020-04-08T02:00:00Z,506815,15,Wed,3,74
Workplace,2020-04-08T03:00:00Z,506562,15,Wed,3,75
Workplace,2020-04-08T04:00:00Z,507759,15,Wed,3,76
Workplace,2020-04-08T05:00:00Z,512240,15,Wed,3,77
Workplace,2020-04-08T06:00:00Z,523231,15,Wed,3,78
Workplace,2020-04-08T07:00:00Z,544575,15,Wed,3,79
Workplace,2020-04-08T08:00:00Z,576474,15,Wed,3,80
Workplace,2020-04-08T09:00:00Z,598307,15,Wed,3,81
Workplace,2020-04-08T10:00:00Z,610421,15,Wed,3,82
Workplace,2020-04-08T11:00:00Z,615286,15,Wed,3,83
Workplace,2020-04-08T12:00:00Z,618658,15,Wed,3,84
Workplace,2020-04-08T13:00:00Z,616739,15,Wed,3,85
Workplace,2020-04-08T14:00:00Z,614336,15,Wed,3,86
Workplace,2020-04-08T15:00:00Z,608662,15,Wed,3,87
Workplace,2020-04-08T16:00:00Z,594749,15,Wed,3,88
Workplace,2020-04-08T17:00:00Z,571279,15,Wed,3,89
Workplace,2020-04-08T18:00:00Z,552842,15,Wed,3,90
Workplace,2020-04-08T19:00:00Z,539960,15,Wed,3,91
Workplace,2020-04-08T20:00:00Z,530153,15,Wed,3,92
Workplace,2020-04-08T21:00:00Z,524789,15,Wed,3,93
Workplace,2020-04-08T22:00:00Z,521639,15,Wed,3,94
Workplace,2020-04-08T23:00:00Z,518500,15,Wed,3,95
Workplace,2020-04-09T00:00:00Z,505932,15,Thu,4,96
Workplace,2020-04-09T01:00:00Z,505528,15,Thu,4,97
Workplace,2020-04-09T02:00:00Z,505175,15,Thu,4,98
Workplace,2020-04-09T03:00:00Z,505008,15,Thu,4,99
Workplace,2020-04-09T04:00:00Z,506269,15,Thu,4,100
Workplace,2020-04-09T05:00:00Z,510696,15,Thu,4,101
Workplace,2020-04-09T06:00:00Z,521861,15,Thu,4,102
Workplace,2020-04-09T07:00:00Z,543934,15,Thu,4,103
Workplace,2020-04-09T08:00:00Z,577528,15,Thu,4,104
Workplace,2020-04-09T09:00:00Z,599977,15,Thu,4,105
Workplace,2020-04-09T10:00:00Z,609255,15,Thu,4,106
Workplace,2020-04-09T11:00:00Z,613495,15,Thu,4,107
Workplace,2020-04-09T12:00:00Z,617175,15,Thu,4,108
Workplace,2020-04-09T13:00:00Z,616241,15,Thu,4,109
Workplace,2020-04-09T14:00:00Z,613843,15,Thu,4,110
Workplace,2020-04-09T15:00:00Z,607046,15,Thu,4,111
Workplace,2020-04-09T16:00:00Z,591050,15,Thu,4,112
Workplace,2020-04-09T17:00:00Z,569379,15,Thu,4,113
Workplace,2020-04-09T18:00:00Z,550572,15,Thu,4,114
Workplace,2020-04-09T19:00:00Z,536751,15,Thu,4,115
Workplace,2020-04-09T20:00:00Z,527297,15,Thu,4,116
Workplace,2020-04-09T21:00:00Z,522401,15,Thu,4,117
Workplace,2020-04-09T22:00:00Z,517833,15,Thu,4,118
Workplace,2020-04-09T23:00:00Z,514635,15,Thu,4,119
Workplace,2020-04-10T00:00:00Z,491335,15,Fri,5,120
Workplace,2020-04-10T01:00:00Z,490510,15,Fri,5,121
Workplace,2020-04-10T02:00:00Z,490886,15,Fri,5,122
Workplace,2020-04-10T03:00:00Z,490208,15,Fri,5,123
Workplace,2020-04-10T04:00:00Z,490596,15,Fri,5,124
Workplace,2020-04-10T05:00:00Z,491525,15,Fri,5,125
Workplace,2020-04-10T06:00:00Z,493853,15,Fri,5,126
Workplace,2020-04-10T07:00:00Z,498259,15,Fri,5,127
Workplace,2020-04-10T08:00:00Z,500387,15,Fri,5,128
Workplace,2020-04-10T09:00:00Z,502900,15,Fri,5,129
Workplace,2020-04-10T10:00:00Z,504931,15,Fri,5,130
Workplace,2020-04-10T11:00:00Z,506289,15,Fri,5,131
Workplace,2020-04-10T12:00:00Z,505657,15,Fri,5,132
Workplace,2020-04-10T13:00:00Z,505562,15,Fri,5,133
Workplace,2020-04-10T14:00:00Z,505418,15,Fri,5,134
Workplace,2020-04-10T15:00:00Z,505442,15,Fri,5,135
Workplace,2020-04-10T16:00:00Z,503341,15,Fri,5,136
Workplace,2020-04-10T17:00:00Z,500066,15,Fri,5,137
Workplace,2020-04-10T18:00:00Z,497566,15,Fri,5,138
Workplace,2020-04-10T19:00:00Z,496838,15,Fri,5,139
Workplace,2020-04-10T20:00:00Z,495150,15,Fri,5,140
Workplace,2020-04-10T21:00:00Z,494276,15,Fri,5,141
Workplace,2020-04-10T22:00:00Z,494582,15,Fri,5,142
Workplace,2020-04-10T23:00:00Z,494730,15,Fri,5,143
Workplace,2020-04-11T00:00:00Z,489817,15,Sat,6,144
Workplace,2020-04-11T01:00:00Z,489623,15,Sat,6,145
Workplace,2020-04-11T02:00:00Z,489062,15,Sat,6,146
Workplace,2020-04-11T03:00:00Z,489673,15,Sat,6,147
Workplace,2020-04-11T04:00:00Z,491204,15,Sat,6,148
Workplace,2020-04-11T05:00:00Z,493199,15,Sat,6,149
Workplace,2020-04-11T06:00:00Z,498304,15,Sat,6,150
Workplace,2020-04-11T07:00:00Z,505652,15,Sat,6,151
Workplace,2020-04-11T08:00:00Z,514684,15,Sat,6,152
Workplace,2020-04-11T09:00:00Z,523059,15,Sat,6,153
Workplace,2020-04-11T10:00:00Z,528004,15,Sat,6,154
Workplace,2020-04-11T11:00:00Z,533311,15,Sat,6,155
Workplace,2020-04-11T12:00:00Z,534395,15,Sat,6,156
Workplace,2020-04-11T13:00:00Z,531622,15,Sat,6,157
Workplace,2020-04-11T14:00:00Z,529680,15,Sat,6,158
Workplace,2020-04-11T15:00:00Z,527815,15,Sat,6,159
Workplace,2020-04-11T16:00:00Z,523330,15,Sat,6,160
Workplace,2020-04-11T17:00:00Z,517867,15,Sat,6,161
Workplace,2020-04-11T18:00:00Z,510825,15,Sat,6,162
Workplace,2020-04-11T19:00:00Z,506478,15,Sat,6,163
Workplace,2020-04-11T20:00:00Z,502549,15,Sat,6,164
Workplace,2020-04-11T21:00:00Z,499591,15,Sat,6,165
Workplace,2020-04-11T22:00:00Z,498114,15,Sat,6,166
Workplace,2020-04-11T23:00:00Z,496524,15,Sat,6,167
Workplace,2020-04-12T00:00:00Z,484727,15,Sun,7,168
Workplace,2020-04-12T01:00:00Z,485969,15,Sun,7,169
Workplace,2020-04-12T02:00:00Z,486065,15,Sun,7,170
Workplace,2020-04-12T03:00:00Z,485870,15,Sun,7,171
Workplace,2020-04-12T04:00:00Z,485985,15,Sun,7,172
Workplace,2020-04-12T05:00:00Z,487182,15,Sun,7,173
Workplace,2020-04-12T06:00:00Z,490410,15,Sun,7,174
Workplace,2020-04-12T07:00:00Z,494292,15,Sun,7,175
Workplace,2020-04-12T08:00:00Z,498550,15,Sun,7,176
Workplace,2020-04-12T09:00:00Z,503035,15,Sun,7,177
Workplace,2020-04-12T10:00:00Z,505581,15,Sun,7,178
Workplace,2020-04-12T11:00:00Z,509874,15,Sun,7,179
Workplace,2020-04-12T12:00:00Z,512151,15,Sun,7,180
Workplace,2020-04-12T13:00:00Z,511814,15,Sun,7,181
Workplace,2020-04-12T14:00:00Z,512503,15,Sun,7,182
Workplace,2020-04-12T15:00:00Z,512004,15,Sun,7,183
Workplace,2020-04-12T16:00:00Z,508176,15,Sun,7,184
Workplace,2020-04-12T17:00:00Z,505065,15,Sun,7,185
Workplace,2020-04-12T18:00:00Z,501177,15,Sun,7,186
Workplace,2020-04-12T19:00:00Z,497508,15,Sun,7,187
Workplace,2020-04-12T20:00:00Z,496398,15,Sun,7,188
Workplace,2020-04-12T21:00:00Z,494901,15,Sun,7,189
Workplace,2020-04-12T22:00:00Z,493810,15,Sun,7,190
Workplace,2020-04-12T23:00:00Z,492406,15,Sun,7,191
Workplace,2020-04-13T00:00:00Z,481714,16,Mon,1,24
Workplace,2020-04-13T01:00:00Z,482862,16,Mon,1,25
Workplace,2020-04-13T02:00:00Z,483399,16,Mon,1,26
Workplace,2020-04-13T03:00:00Z,483706,16,Mon,1,27
Workplace,2020-04-13T04:00:00Z,483881,16,Mon,1,28
Workplace,2020-04-13T05:00:00Z,485461,16,Mon,1,29
Workplace,2020-04-13T06:00:00Z,489493,16,Mon,1,30
Workplace,2020-04-13T07:00:00Z,495755,16,Mon,1,31
Workplace,2020-04-13T08:00:00Z,500494,16,Mon,1,32
Workplace,2020-04-13T09:00:00Z,507751,16,Mon,1,33
Workplace,2020-04-13T10:00:00Z,513436,16,Mon,1,34
Workplace,2020-04-13T11:00:00Z,517129,16,Mon,1,35
Workplace,2020-04-13T12:00:00Z,518969,16,Mon,1,36
Workplace,2020-04-13T13:00:00Z,519402,16,Mon,1,37
Workplace,2020-04-13T14:00:00Z,521091,16,Mon,1,38
Workplace,2020-04-13T15:00:00Z,520503,16,Mon,1,39
Workplace,2020-04-13T16:00:00Z,515617,16,Mon,1,40
Workplace,2020-04-13T17:00:00Z,510785,16,Mon,1,41
Workplace,2020-04-13T18:00:00Z,505108,16,Mon,1,42
Workplace,2020-04-13T19:00:00Z,501710,16,Mon,1,43
Workplace,2020-04-13T20:00:00Z,498302,16,Mon,1,44
Workplace,2020-04-13T21:00:00Z,496104,16,Mon,1,45
Workplace,2020-04-13T22:00:00Z,495403,16,Mon,1,46
Workplace,2020-04-13T23:00:00Z,493898,16,Mon,1,47
Workplace,2020-04-14T00:00:00Z,498449,16,Tue,2,48
Workplace,2020-04-14T01:00:00Z,499781,16,Tue,2,49
Workplace,2020-04-14T02:00:00Z,499093,16,Tue,2,50
Workplace,2020-04-14T03:00:00Z,499619,16,Tue,2,51
Workplace,2020-04-14T04:00:00Z,501685,16,Tue,2,52
Workplace,2020-04-14T05:00:00Z,505190,16,Tue,2,53
Workplace,2020-04-14T06:00:00Z,516685,16,Tue,2,54
Workplace,2020-04-14T07:00:00Z,536833,16,Tue,2,55
Workplace,2020-04-14T08:00:00Z,568141,16,Tue,2,56
Workplace,2020-04-14T09:00:00Z,588102,16,Tue,2,57
Workplace,2020-04-14T10:00:00Z,599743,16,Tue,2,58
Workplace,2020-04-14T11:00:00Z,605997,16,Tue,2,59
Workplace,2020-04-14T12:00:00Z,609040,16,Tue,2,60
Workplace,2020-04-14T13:00:00Z,609099,16,Tue,2,61
Workplace,2020-04-14T14:00:00Z,608624,16,Tue,2,62
Workplace,2020-04-14T15:00:00Z,600270,16,Tue,2,63
Workplace,2020-04-14T16:00:00Z,585487,16,Tue,2,64
Workplace,2020-04-14T17:00:00Z,563098,16,Tue,2,65
Workplace,2020-04-14T18:00:00Z,542672,16,Tue,2,66
Workplace,2020-04-14T19:00:00Z,531176,16,Tue,2,67
Workplace,2020-04-14T20:00:00Z,523525,16,Tue,2,68
Workplace,2020-04-14T21:00:00Z,519230,16,Tue,2,69
Workplace,2020-04-14T22:00:00Z,517097,16,Tue,2,70
Workplace,2020-04-14T23:00:00Z,514430,16,Tue,2,71
Workplace,2020-04-15T00:00:00Z,502356,16,Wed,3,72
Workplace,2020-04-15T01:00:00Z,503236,16,Wed,3,73
Workplace,2020-04-15T02:00:00Z,503050,16,Wed,3,74
Workplace,2020-04-15T03:00:00Z,502793,16,Wed,3,75
Workplace,2020-04-15T04:00:00Z,503917,16,Wed,3,76
Workplace,2020-04-15T05:00:00Z,507973,16,Wed,3,77
Workplace,2020-04-15T06:00:00Z,519356,16,Wed,3,78
Workplace,2020-04-15T07:00:00Z,538864,16,Wed,3,79
Workplace,2020-04-15T08:00:00Z,569185,16,Wed,3,80
Workplace,2020-04-15T09:00:00Z,589925,16,Wed,3,81
Workplace,2020-04-15T10:00:00Z,600379,16,Wed,3,82
Workplace,2020-04-15T11:00:00Z,608223,16,Wed,3,83
Workplace,2020-04-15T12:00:00Z,611765,16,Wed,3,84
Workplace,2020-04-15T13:00:00Z,610822,16,Wed,3,85
Workplace,2020-04-15T14:00:00Z,609255,16,Wed,3,86
Workplace,2020-04-15T15:00:00Z,603833,16,Wed,3,87
Workplace,2020-04-15T16:00:00Z,589034,16,Wed,3,88
Workplace,2020-04-15T17:00:00Z,566761,16,Wed,3,89
Workplace,2020-04-15T18:00:00Z,546554,16,Wed,3,90
Workplace,2020-04-15T19:00:00Z,532278,16,Wed,3,91
Workplace,2020-04-15T20:00:00Z,523881,16,Wed,3,92
Workplace,2020-04-15T21:00:00Z,518953,16,Wed,3,93
Workplace,2020-04-15T22:00:00Z,516271,16,Wed,3,94
Workplace,2020-04-15T23:00:00Z,513846,16,Wed,3,95
Workplace,2020-04-16T00:00:00Z,499999,16,Thu,4,96
Workplace,2020-04-16T01:00:00Z,500847,16,Thu,4,97
Workplace,2020-04-16T02:00:00Z,500466,16,Thu,4,98
Workplace,2020-04-16T03:00:00Z,500592,16,Thu,4,99
Workplace,2020-04-16T04:00:00Z,501554,16,Thu,4,100
Workplace,2020-04-16T05:00:00Z,507211,16,Thu,4,101
Workplace,2020-04-16T06:00:00Z,518128,16,Thu,4,102
Workplace,2020-04-16T07:00:00Z,537652,16,Thu,4,103
Workplace,2020-04-16T08:00:00Z,568188,16,Thu,4,104
Workplace,2020-04-16T09:00:00Z,588953,16,Thu,4,105
Workplace,2020-04-16T10:00:00Z,599439,16,Thu,4,106
Workplace,2020-04-16T11:00:00Z,605627,16,Thu,4,107
Workplace,2020-04-16T12:00:00Z,609676,16,Thu,4,108
Workplace,2020-04-16T13:00:00Z,609012,16,Thu,4,109
Workplace,2020-04-16T14:00:00Z,608438,16,Thu,4,110
Workplace,2020-04-16T15:00:00Z,601941,16,Thu,4,111
Workplace,2020-04-16T16:00:00Z,586666,16,Thu,4,112
Workplace,2020-04-16T17:00:00Z,564202,16,Thu,4,113
Workplace,2020-04-16T18:00:00Z,544178,16,Thu,4,114
Workplace,2020-04-16T19:00:00Z,531246,16,Thu,4,115
Workplace,2020-04-16T20:00:00Z,521964,16,Thu,4,116
Workplace,2020-04-16T21:00:00Z,517289,16,Thu,4,117
Workplace,2020-04-16T22:00:00Z,514577,16,Thu,4,118
Workplace,2020-04-16T23:00:00Z,512812,16,Thu,4,119
Workplace,2020-04-17T00:00:00Z,498277,16,Fri,5,120
Workplace,2020-04-17T01:00:00Z,498976,16,Fri,5,121
Workplace,2020-04-17T02:00:00Z,498814,16,Fri,5,122
Workplace,2020-04-17T03:00:00Z,498875,16,Fri,5,123
Workplace,2020-04-17T04:00:00Z,500977,16,Fri,5,124
Workplace,2020-04-17T05:00:00Z,505438,16,Fri,5,125
Workplace,2020-04-17T06:00:00Z,516043,16,Fri,5,126
Workplace,2020-04-17T07:00:00Z,534380,16,Fri,5,127
Workplace,2020-04-17T08:00:00Z,564581,16,Fri,5,128
Workplace,2020-04-17T09:00:00Z,583544,16,Fri,5,129
Workplace,2020-04-17T10:00:00Z,594095,16,Fri,5,130
Workplace,2020-04-17T11:00:00Z,601639,16,Fri,5,131
Workplace,2020-04-17T12:00:00Z,604682,16,Fri,5,132
Workplace,2020-04-17T13:00:00Z,604207,16,Fri,5,133
Workplace,2020-04-17T14:00:00Z,603199,16,Fri,5,134
Workplace,2020-04-17T15:00:00Z,596968,16,Fri,5,135
Workplace,2020-04-17T16:00:00Z,582239,16,Fri,5,136
Workplace,2020-04-17T17:00:00Z,559896,16,Fri,5,137
Workplace,2020-04-17T18:00:00Z,539410,16,Fri,5,138
Workplace,2020-04-17T19:00:00Z,526293,16,Fri,5,139
Workplace,2020-04-17T20:00:00Z,519104,16,Fri,5,140
Workplace,2020-04-17T21:00:00Z,514368,16,Fri,5,141
Workplace,2020-04-17T22:00:00Z,512438,16,Fri,5,142
Workplace,2020-04-17T23:00:00Z,509196,16,Fri,5,143
Workplace,2020-04-18T00:00:00Z,487773,16,Sat,6,144
Workplace,2020-04-18T01:00:00Z,489468,16,Sat,6,145
Workplace,2020-04-18T02:00:00Z,489275,16,Sat,6,146
Workplace,2020-04-18T03:00:00Z,488910,16,Sat,6,147
Workplace,2020-04-18T04:00:00Z,489587,16,Sat,6,148
Workplace,2020-04-18T05:00:00Z,490856,16,Sat,6,149
Workplace,2020-04-18T06:00:00Z,496263,16,Sat,6,150
Workplace,2020-04-18T07:00:00Z,502660,16,Sat,6,151
Workplace,2020-04-18T08:00:00Z,509225,16,Sat,6,152
Workplace,2020-04-18T09:00:00Z,514490,16,Sat,6,153
Workplace,2020-04-18T10:00:00Z,520523,16,Sat,6,154
Workplace,2020-04-18T11:00:00Z,526057,16,Sat,6,155
Workplace,2020-04-18T12:00:00Z,529405,16,Sat,6,156
Workplace,2020-04-18T13:00:00Z,528608,16,Sat,6,157
Workplace,2020-04-18T14:00:00Z,527415,16,Sat,6,158
Workplace,2020-04-18T15:00:00Z,526218,16,Sat,6,159
Workplace,2020-04-18T16:00:00Z,521064,16,Sat,6,160
Workplace,2020-04-18T17:00:00Z,515506,16,Sat,6,161
Workplace,2020-04-18T18:00:00Z,508580,16,Sat,6,162
Workplace,2020-04-18T19:00:00Z,504712,16,Sat,6,163
Workplace,2020-04-18T20:00:00Z,499936,16,Sat,6,164
Workplace,2020-04-18T21:00:00Z,496819,16,Sat,6,165
Workplace,2020-04-18T22:00:00Z,496392,16,Sat,6,166
Workplace,2020-04-18T23:00:00Z,494782,16,Sat,6,167
Workplace,2020-04-19T00:00:00Z,482895,16,Sun,7,168
Workplace,2020-04-19T01:00:00Z,484058,16,Sun,7,169
Workplace,2020-04-19T02:00:00Z,484138,16,Sun,7,170
Workplace,2020-04-19T03:00:00Z,484495,16,Sun,7,171
Workplace,2020-04-19T04:00:00Z,485135,16,Sun,7,172
Workplace,2020-04-19T05:00:00Z,486736,16,Sun,7,173
Workplace,2020-04-19T06:00:00Z,490185,16,Sun,7,174
Workplace,2020-04-19T07:00:00Z,495609,16,Sun,7,175
Workplace,2020-04-19T08:00:00Z,499753,16,Sun,7,176
Workplace,2020-04-19T09:00:00Z,503876,16,Sun,7,177
Workplace,2020-04-19T10:00:00Z,508409,16,Sun,7,178
Workplace,2020-04-19T11:00:00Z,513152,16,Sun,7,179
Workplace,2020-04-19T12:00:00Z,514786,16,Sun,7,180
Workplace,2020-04-19T13:00:00Z,514694,16,Sun,7,181
Workplace,2020-04-19T14:00:00Z,517374,16,Sun,7,182
Workplace,2020-04-19T15:00:00Z,516970,16,Sun,7,183
Workplace,2020-04-19T16:00:00Z,513018,16,Sun,7,184
Workplace,2020-04-19T17:00:00Z,509220,16,Sun,7,185
Workplace,2020-04-19T18:00:00Z,505627,16,Sun,7,186
Workplace,2020-04-19T19:00:00Z,500915,16,Sun,7,187
Workplace,2020-04-19T20:00:00Z,497859,16,Sun,7,188
Workplace,2020-04-19T21:00:00Z,496080,16,Sun,7,189
Workplace,2020-04-19T22:00:00Z,495265,16,Sun,7,190
Workplace,2020-04-19T23:00:00Z,494253,16,Sun,7,191
