days,regc2018_name,mobility
2020-04-10,Hawke's Bay Region,-66.59
2020-04-10,Manawatu-Wanganui Region,-63.02
2020-04-10,Marlborough Region,-41.27
2020-04-10,Nelson Region,-43.95
2020-04-10,Northland Region,-50.01
2020-04-10,Otago Region,-53.17
2020-04-10,Southland Region,-60.49
2020-04-10,Taranaki Region,-72.19
2020-04-10,Tasman Region,-30.08
2020-04-10,Waikato Region,-68.58
2020-04-10,Wellington Region,-80.04
2020-04-10,West Coast Region,-47.47
2020-04-11,Auckland Region,-50.52
2020-04-11,Bay of Plenty Region,-47.7
2020-04-11,Canterbury Region,-36.21
2020-04-11,Gisborne Region,-43.94
2020-04-11,Hawke's Bay Region,-45.42
2020-04-11,Manawatu-Wanganui Region,-45.17
2020-04-11,Marlborough Region,-34.74
2020-04-11,Nelson Region,-18.36
2020-04-11,Northland Region,-27.04
2020-04-11,Otago Region,-38.52
2020-04-11,Southland Region,-43.4
2020-04-11,Taranaki Region,-55.54
2020-04-11,Tasman Region,1.8
2020-04-11,Waikato Region,-52.43
2020-04-11,Wellington Region,-58.39
2020-04-11,West Coast Region,-33.64
2020-04-12,Auckland Region,-51.67
2020-04-12,Bay of Plenty Region,-48.82
2020-04-12,Canterbury Region,-38.02
2020-04-12,Gisborne Region,-33.29
2020-04-12,Hawke's Bay Region,-50.32
2020-04-12,Manawatu-Wanganui Region,-44.73
2020-04-12,Marlborough Region,-25.43
2020-04-12,Nelson Region,-9.68
2020-04-12,Northland Region,-23.38
2020-04-12,Otago Region,-34.8
2020-04-12,Southland Region,-41.93
2020-04-12,Taranaki Region,-48.98
2020-04-12,Tasman Region,-11.75
2020-04-12,Waikato Region,-54.83
2020-04-12,Wellington Region,-58.87
2020-04-12,West Coast Region,-41.35
2020-04-13,Auckland Region,-73.08
2020-04-13,Bay of Plenty Region,-68.42
2020-04-13,Canterbury Region,-61.15
2020-04-13,Gisborne Region,-59.97
2020-04-13,Hawke's Bay Region,-68.46
2020-04-13,Manawatu-Wanganui Region,-63.35
2020-04-13,Marlborough Region,-38.49
2020-04-13,Nelson Region,-40.18
2020-04-13,Northland Region,-49.45
2020-04-13,Otago Region,-51.42
2020-04-13,Southland Region,-62.47
2020-04-13,Taranaki Region,-68.01
2020-04-13,Tasman Region,-30.77
2020-04-13,Waikato Region,-67.48
2020-04-13,Wellington Region,-79.48
2020-04-13,West Coast Region,-47.26
2020-04-14,Auckland Region,-65.31
2020-04-14,Bay of Plenty Region,-58.35
2020-04-14,Canterbury Region,-50.87
2020-04-14,Gisborne Region,-49.65
2020-04-14,Hawke's Bay Region,-56
2020-04-14,Manawatu-Wanganui Region,-54.97
2020-04-14,Marlborough Region,-33.2
2020-04-14,Nelson Region,-33.18
2020-04-14,Northland Region,-40.05
2020-04-14,Otago Region,-45.62
2020-04-14,Southland Region,-55.9
2020-04-14,Taranaki Region,-60.49
2020-04-14,Tasman Region,-16.86
2020-04-14,Waikato Region,-57.7
2020-04-14,Wellington Region,-73.45
2020-04-14,West Coast Region,-27.41
2020-04-15,Auckland Region,-64.96
2020-04-15,Bay of Plenty Region,-56.45
2020-04-15,Canterbury Region,-51.26
2020-04-15,Gisborne Region,-45.78
2020-04-15,Hawke's Bay Region,-53.87
2020-04-15,Manawatu-Wanganui Region,-52.87
2020-04-15,Marlborough Region,-32.68
2020-04-15,Nelson Region,-32.84
2020-04-15,Northland Region,-38.87
2020-04-15,Otago Region,-43.82
2020-04-15,Southland Region,-48.62
2020-04-15,Taranaki Region,-58.22
2020-04-15,Tasman Region,-17.89
2020-04-15,Waikato Region,-56.37
2020-04-15,Wellington Region,-73.27
2020-04-15,West Coast Region,-33.94
2020-04-16,Auckland Region,-64.99
2020-04-16,Bay of Plenty Region,-56.53
2020-04-16,Canterbury Region,-49.77
2020-04-16,Gisborne Region,-41.97
2020-04-16,Hawke's Bay Region,-53.35
2020-04-16,Manawatu-Wanganui Region,-51.95
2020-04-16,Marlborough Region,-31.91
2020-04-16,Nelson Region,-31.87
2020-04-16,Northland Region,-33.35
2020-04-16,Otago Region,-43.75
2020-04-16,Southland Region,-47.48
2020-04-16,Taranaki Region,-57.57
2020-04-16,Tasman Region,-18.68
2020-04-16,Waikato Region,-56.15
2020-04-16,Wellington Region,-71.15
2020-04-16,West Coast Region,-36.36
2020-04-17,Auckland Region,-64.03
2020-04-17,Bay of Plenty Region,-58.4
2020-04-17,Canterbury Region,-49.64
2020-04-17,Gisborne Region,-40.83
2020-04-17,Hawke's Bay Region,-50.81
2020-04-17,Manawatu-Wanganui Region,-54.39
2020-04-17,Marlborough Region,-32.74
2020-04-17,Nelson Region,-31.31
2020-04-17,Northland Region,-40.1
2020-04-17,Otago Region,-45.55
2020-04-17,Southland Region,-46.93
2020-04-17,Taranaki Region,-59.86
2020-04-17,Tasman Region,-19.55
2020-04-17,Waikato Region,-56.58
2020-04-17,Wellington Region,-72.1
2020-04-17,West Coast Region,-34.34
2020-04-18,Auckland Region,-51.38
2020-04-18,Bay of Plenty Region,-51.44
2020-04-18,Canterbury Region,-36.27
2020-04-18,Gisborne Region,-46.12
2020-04-18,Hawke's Bay Region,-46.39
2020-04-18,Manawatu-Wanganui Region,-48.1
2020-04-18,Marlborough Region,-32.46
2020-04-18,Nelson Region,-16.71
2020-04-18,Northland Region,-29.51
2020-04-18,Otago Region,-40.66
2020-04-18,Southland Region,-42.12
2020-04-18,Taranaki Region,-52.34
2020-04-18,Tasman Region,-7.28
2020-04-18,Waikato Region,-53.85
2020-04-18,Wellington Region,-58.06
2020-04-18,West Coast Region,-36.38
2020-04-19,Auckland Region,-51.85
2020-04-19,Bay of Plenty Region,-46.46
2020-04-19,Canterbury Region,-35.2
2020-04-19,Gisborne Region,-35.29
2020-04-19,Hawke's Bay Region,-52.86
2020-04-19,Manawatu-Wanganui Region,-45.49
2020-04-19,Marlborough Region,-33.64
2020-04-19,Nelson Region,-7.17
2020-04-19,Northland Region,-21.06
2020-04-19,Otago Region,-36.37
2020-04-19,Southland Region,-41.73
2020-04-19,Taranaki Region,-50.5
2020-04-19,Tasman Region,-3.33
2020-04-19,Waikato Region,-55.63
2020-04-19,Wellington Region,-57.93
2020-04-19,West Coast Region,-41.39
2020-04-20,Auckland Region,-63.96
2020-04-20,Bay of Plenty Region,-56.93
2020-04-20,Canterbury Region,-48.64
2020-04-20,Gisborne Region,-46.29
2020-04-20,Hawke's Bay Region,-51.58
2020-04-20,Manawatu-Wanganui Region,-53.32
2020-04-20,Marlborough Region,-26.24
2020-04-20,Nelson Region,-30.73
2020-04-20,Northland Region,-40.66
2020-04-20,Otago Region,-42
2020-04-20,Southland Region,-40.55
2020-04-20,Taranaki Region,-56.19
2020-04-20,Tasman Region,-16.53
2020-04-20,Waikato Region,-56.66
2020-04-20,Wellington Region,-72.79
2020-04-20,West Coast Region,-29.72
2020-04-21,Auckland Region,-65.02
2020-04-21,Bay of Plenty Region,-56.94
2020-04-21,Canterbury Region,-49.25
2020-04-21,Gisborne Region,-48.76
2020-04-21,Hawke's Bay Region,-53.12
2020-04-21,Manawatu-Wanganui Region,-54.12
2020-04-21,Marlborough Region,-34.44
2020-04-21,Nelson Region,-35.73
2020-04-21,Northland Region,-41.42
2020-04-21,Otago Region,-43.15
2020-04-21,Southland Region,-45.56
2020-04-21,Taranaki Region,-59.59
2020-04-21,Tasman Region,-18.68
2020-04-21,Waikato Region,-56.14
2020-04-21,Wellington Region,-72.77
2020-04-21,West Coast Region,-31.32
2020-04-22,Auckland Region,-63.2
2020-04-22,Bay of Plenty Region,-55.82
2020-04-22,Canterbury Region,-48.89
2020-04-22,Gisborne Region,-45.9
2020-04-22,Hawke's Bay Region,-52.47
2020-04-22,Manawatu-Wanganui Region,-51.3
2020-04-22,Marlborough Region,-29.99
2020-04-22,Nelson Region,-34.13
2020-04-22,Northland Region,-38.09
2020-04-22,Otago Region,-42.44
2020-04-22,Southland Region,-49.09
2020-04-22,Taranaki Region,-57.81
2020-04-22,Tasman Region,-13.01
2020-04-22,Waikato Region,-54.69
2020-04-22,Wellington Region,-71.45
2020-04-22,West Coast Region,-30.51
2020-04-23,Auckland Region,-62.73
2020-04-23,Bay of Plenty Region,-54.08
2020-04-23,Canterbury Region,-48.97
2020-04-23,Gisborne Region,-42.16
2020-04-23,Hawke's Bay Region,-52.06
2020-04-23,Manawatu-Wanganui Region,-51.52
2020-04-23,Marlborough Region,-30.31
2020-04-23,Nelson Region,-33.87
2020-04-23,Northland Region,-39.01
2020-04-23,Otago Region,-41.86
2020-04-23,Southland Region,-47.08
2020-04-23,Taranaki Region,-56.45
2020-04-23,Tasman Region,-20.86
2020-04-23,Waikato Region,-53.6
2020-04-23,Wellington Region,-71.78
2020-04-23,West Coast Region,-31.81
2020-04-24,Auckland Region,-60.65
2020-04-24,Bay of Plenty Region,-52.92
2020-04-24,Canterbury Region,-46.32
2020-04-24,Gisborne Region,-40.89
2020-04-24,Hawke's Bay Region,-49.55
2020-04-24,Manawatu-Wanganui Region,-51.84
2020-04-24,Marlborough Region,-31.47
2020-04-24,Nelson Region,-27.21
2020-04-24,Northland Region,-37.94
2020-04-24,Otago Region,-42.07
2020-04-24,Southland Region,-43.25
2020-04-24,Taranaki Region,-56.93
2020-04-24,Tasman Region,-23.14
2020-04-24,Waikato Region,-53.43
2020-04-24,Wellington Region,-70.26
2020-04-24,West Coast Region,-32.75
2020-04-25,Auckland Region,-50.66
2020-04-25,Bay of Plenty Region,-50.47
2020-04-25,Canterbury Region,-36.17
2020-04-25,Gisborne Region,-43.52
2020-04-25,Hawke's Bay Region,-50.27
2020-04-25,Manawatu-Wanganui Region,-48.06
2020-04-25,Marlborough Region,-28.52
2020-04-25,Nelson Region,-17.66
2020-04-25,Northland Region,-27.34
2020-04-25,Otago Region,-39.73
2020-04-25,Southland Region,-44.58
2020-04-25,Taranaki Region,-56.28
2020-04-25,Tasman Region,-4.05
2020-04-25,Waikato Region,-52.77
2020-04-25,Wellington Region,-58.7
2020-04-25,West Coast Region,-36.62
2020-04-26,Auckland Region,-49
2020-04-26,Bay of Plenty Region,-43.79
2020-04-26,Canterbury Region,-32.48
2020-04-26,Gisborne Region,-34.15
2020-04-26,Hawke's Bay Region,-49.99
2020-04-26,Manawatu-Wanganui Region,-41.36
2020-04-26,Marlborough Region,-29.06
2020-04-26,Nelson Region,2.38
2020-04-26,Northland Region,-17.67
2020-04-26,Otago Region,-33.85
2020-04-26,Southland Region,-35.36
2020-04-26,Taranaki Region,-47.98
2020-04-26,Tasman Region,-1.55
2020-04-26,Waikato Region,-51.92
2020-04-26,Wellington Region,-56.5
2020-04-26,West Coast Region,-35.3
2020-04-27,Auckland Region,-70.15
2020-04-27,Bay of Plenty Region,-63.97
2020-04-27,Canterbury Region,-57.1
2020-04-27,Gisborne Region,-55.13
2020-04-27,Hawke's Bay Region,-62.53
2020-04-27,Manawatu-Wanganui Region,-60.05
2020-04-27,Marlborough Region,-44.54
2020-04-27,Nelson Region,-29.21
2020-04-27,Northland Region,-43.54
2020-04-27,Otago Region,-48.3
2020-04-27,Southland Region,-55.41
2020-04-27,Taranaki Region,-66.04
2020-04-27,Tasman Region,-26.52
2020-04-27,Waikato Region,-64.38
2020-04-27,Wellington Region,-78.11
2020-04-27,West Coast Region,-46.44
2020-04-28,Auckland Region,-47.24
2020-04-28,Bay of Plenty Region,-36.93
2020-04-28,Canterbury Region,-33.73
2020-04-28,Gisborne Region,-24.27
2020-04-28,Hawke's Bay Region,-35.88
2020-04-28,Manawatu-Wanganui Region,-39.25
2020-04-28,Marlborough Region,-10.68
2020-04-28,Nelson Region,-14.86
2020-04-28,Northland Region,-25.64
2020-04-28,Otago Region,-32.49
2020-04-28,Southland Region,-31.05
2020-04-28,Taranaki Region,-42.2
2020-04-28,Tasman Region,-4.72
2020-04-28,Waikato Region,-36.37
2020-04-28,Wellington Region,-61.34
2020-04-28,West Coast Region,-18
2020-04-29,Auckland Region,-47.2
2020-04-29,Bay of Plenty Region,-37.66
2020-04-29,Canterbury Region,-38.99
2020-04-29,Gisborne Region,-22.77
2020-04-29,Hawke's Bay Region,-36.24
2020-04-29,Manawatu-Wanganui Region,-38.53
2020-04-29,Marlborough Region,-13.82
2020-04-29,Nelson Region,-29.99
2020-04-29,Northland Region,-23.39
2020-04-29,Otago Region,-41.43
2020-04-29,Southland Region,-34.73
2020-04-29,Taranaki Region,-40.21
2020-04-29,Tasman Region,-22.42
2020-04-29,Waikato Region,-37.99
2020-04-29,Wellington Region,-61.34
2020-04-29,West Coast Region,-21.87
2020-04-30,Auckland Region,-47.21
2020-04-30,Bay of Plenty Region,-39.5
2020-04-30,Canterbury Region,-40.8
2020-04-30,Gisborne Region,-23.07
2020-04-30,Hawke's Bay Region,-36.43
2020-04-30,Manawatu-Wanganui Region,-38.87
2020-04-30,Marlborough Region,-18.45
2020-04-30,Nelson Region,-31.57
2020-04-30,Northland Region,-27.72
2020-04-30,Otago Region,-42.03
2020-04-30,Southland Region,-34.94
2020-04-30,Taranaki Region,-43.45
2020-04-30,Tasman Region,-30.72
2020-04-30,Waikato Region,-37.59
2020-04-30,Wellington Region,-61.93
2020-04-30,West Coast Region,-23.96
2020-05-01,Auckland Region,-45.38
2020-05-01,Bay of Plenty Region,-38.08
2020-05-01,Canterbury Region,-41.29
2020-05-01,Gisborne Region,-23.1
2020-05-01,Hawke's Bay Region,-37.07
2020-05-01,Manawatu-Wanganui Region,-38.08
2020-05-01,Marlborough Region,-18.83
2020-05-01,Nelson Region,-34.06
2020-05-01,Northland Region,-25.48
2020-05-01,Otago Region,-43.75
2020-05-01,Southland Region,-31.75
2020-05-01,Taranaki Region,-41.1
2020-05-01,Tasman Region,-30.81
2020-05-01,Waikato Region,-38.6
2020-05-01,Wellington Region,-60.41
2020-05-01,West Coast Region,-26.16
2020-05-02,Auckland Region,-40.39
2020-05-02,Bay of Plenty Region,-36.97
2020-05-02,Canterbury Region,-38.94
2020-05-02,Gisborne Region,-28.45
2020-05-02,Hawke's Bay Region,-32.55
2020-05-02,Manawatu-Wanganui Region,-36.7
2020-05-02,Marlborough Region,-31.59
2020-05-02,Nelson Region,-45.23
2020-05-02,Northland Region,-20.8
2020-05-02,Otago Region,-51.76
2020-05-02,Southland Region,-40.55
2020-05-02,Taranaki Region,-43.93
2020-05-02,Tasman Region,-35.49
2020-05-02,Waikato Region,-40.8
2020-05-02,Wellington Region,-49.82
2020-05-02,West Coast Region,-31.62
2020-05-03,Auckland Region,-47.57
2020-05-03,Bay of Plenty Region,-45.73
2020-05-03,Canterbury Region,-35.71
2020-05-03,Gisborne Region,-26.94
2020-05-03,Hawke's Bay Region,-41.82
2020-05-03,Manawatu-Wanganui Region,-41.66
2020-05-03,Marlborough Region,-41.99
2020-05-03,Nelson Region,-41.79
2020-05-03,Northland Region,-19.09
2020-05-03,Otago Region,-48.18
2020-05-03,Southland Region,-39.44
2020-05-03,Taranaki Region,-43.58
2020-05-03,Tasman Region,-39.86
2020-05-03,Waikato Region,-50.13
2020-05-03,Wellington Region,-53.8
2020-05-03,West Coast Region,-35.5
2020-05-04,Auckland Region,-45.1
2020-05-04,Bay of Plenty Region,-37.17
2020-05-04,Canterbury Region,-40.79
2020-05-04,Gisborne Region,-28.83
2020-05-04,Hawke's Bay Region,-33.78
2020-05-04,Manawatu-Wanganui Region,-36.9
2020-05-04,Marlborough Region,-13.86
2020-05-04,Nelson Region,-36.58
2020-05-04,Northland Region,-25.69
2020-05-04,Otago Region,-43.13
2020-05-04,Southland Region,-36.19
2020-05-04,Taranaki Region,-42.15
2020-05-04,Tasman Region,-31.63
2020-05-04,Waikato Region,-37.31
2020-05-04,Wellington Region,-60.97
2020-05-04,West Coast Region,-26.95
2020-05-05,Auckland Region,-47.4
2020-05-05,Bay of Plenty Region,-39.5
2020-05-05,Canterbury Region,-43.4
2020-05-05,Gisborne Region,-27.81
2020-05-05,Hawke's Bay Region,-35.56
2020-05-05,Manawatu-Wanganui Region,-39.64
2020-05-05,Marlborough Region,-17.93
2020-05-05,Nelson Region,-37.61
2020-05-05,Northland Region,-22.78
2020-05-05,Otago Region,-44.2
2020-05-05,Southland Region,-38.86
2020-05-05,Taranaki Region,-43.15
2020-05-05,Tasman Region,-32.41
2020-05-05,Waikato Region,-38.24
2020-05-05,Wellington Region,-62.68
2020-05-05,West Coast Region,-22.04
2020-05-06,Auckland Region,-44.68
2020-05-06,Bay of Plenty Region,-34.38
2020-05-06,Canterbury Region,-40.24
2020-05-06,Gisborne Region,-22.68
2020-05-06,Hawke's Bay Region,-35.86
2020-05-06,Manawatu-Wanganui Region,-36.46
2020-05-06,Marlborough Region,-13.71
2020-05-06,Nelson Region,-36.49
2020-05-06,Northland Region,-20.49
2020-05-06,Otago Region,-41.55
2020-05-06,Southland Region,-38.63
2020-05-06,Taranaki Region,-38.69
2020-05-06,Tasman Region,-29.61
2020-05-06,Waikato Region,-36.6
2020-05-06,Wellington Region,-60.25
2020-05-06,West Coast Region,-24.26
2020-05-07,Auckland Region,-45.44
2020-05-07,Bay of Plenty Region,-23.04
2020-05-07,Canterbury Region,-40.73
2020-05-07,Gisborne Region,-20.75
2020-05-07,Hawke's Bay Region,-25.99
2020-05-07,Manawatu-Wanganui Region,-36.56
2020-05-07,Marlborough Region,-15.16
2020-05-07,Nelson Region,-37.31
2020-05-07,Northland Region,-24.78
2020-05-07,Otago Region,-42.18
2020-05-07,Southland Region,-37.87
2020-05-07,Taranaki Region,-39.09
2020-05-07,Tasman Region,-30.2
2020-05-07,Waikato Region,-31.92
2020-05-07,Wellington Region,-61.29
2020-05-07,West Coast Region,-22.77
2020-05-08,Auckland Region,-43.72
2020-05-08,Bay of Plenty Region,-36.76
2020-05-08,Canterbury Region,-40.42
2020-05-08,Gisborne Region,-20.59
2020-05-08,Hawke's Bay Region,-34.83
2020-05-08,Manawatu-Wanganui Region,-38.16
2020-05-08,Marlborough Region,-9.42
2020-05-08,Nelson Region,-36.82
2020-05-08,Northland Region,-25.21
2020-05-08,Otago Region,-43.29
2020-05-08,Southland Region,-33.32
2020-05-08,Taranaki Region,-41.73
2020-05-08,Tasman Region,-33.19
2020-05-08,Waikato Region,-38.1
2020-05-08,Wellington Region,-59.35
2020-05-08,West Coast Region,-24.5
2020-05-09,Auckland Region,-35.85
2020-05-09,Bay of Plenty Region,-35.85
2020-05-09,Canterbury Region,-39.25
2020-05-09,Gisborne Region,-26.16
2020-05-09,Hawke's Bay Region,-32.83
2020-05-09,Manawatu-Wanganui Region,-37.95
2020-05-09,Marlborough Region,-21.92
2020-05-09,Nelson Region,-37.58
2020-05-09,Northland Region,-15.83
2020-05-09,Otago Region,-45.96
2020-05-09,Southland Region,-30.49
2020-05-09,Taranaki Region,-39.5
2020-05-09,Tasman Region,-27.81
2020-05-09,Waikato Region,-41.56
2020-05-09,Wellington Region,-45.95
2020-05-09,West Coast Region,-29.28
2020-05-10,Auckland Region,-41.31
2020-05-10,Bay of Plenty Region,-37.14
2020-05-10,Canterbury Region,-37.22
2020-05-10,Gisborne Region,-19.96
2020-05-10,Hawke's Bay Region,-31.61
2020-05-10,Manawatu-Wanganui Region,-33.62
2020-05-10,Marlborough Region,-22.46
2020-05-10,Nelson Region,-34.9
2020-05-10,Northland Region,-8.84
2020-05-10,Otago Region,-44.61
2020-05-10,Southland Region,-34.38
2020-05-10,Taranaki Region,-36.28
2020-05-10,Tasman Region,-28.86
2020-05-10,Waikato Region,-43.94
2020-05-10,Wellington Region,-44.89
2020-05-10,West Coast Region,-31.14
2020-05-11,Auckland Region,-42.93
2020-05-11,Bay of Plenty Region,-34.74
2020-05-11,Canterbury Region,-40.04
2020-05-11,Gisborne Region,-25.08
2020-05-11,Hawke's Bay Region,-32.85
2020-05-11,Manawatu-Wanganui Region,-34.67
2020-05-11,Marlborough Region,-11.68
2020-05-11,Nelson Region,-32.2
2020-05-11,Northland Region,-23.88
2020-05-11,Otago Region,-41.31
2020-05-11,Southland Region,-29.96
2020-05-11,Taranaki Region,-35.91
2020-05-11,Tasman Region,-33.11
2020-05-11,Waikato Region,-36.09
2020-05-11,Wellington Region,-56.5
2020-05-11,West Coast Region,-24.39
2020-05-12,Auckland Region,-46.33
2020-05-12,Bay of Plenty Region,-37.64
2020-05-12,Canterbury Region,-41.59
2020-05-12,Gisborne Region,-25.56
2020-05-12,Hawke's Bay Region,-33
2020-05-12,Manawatu-Wanganui Region,-35.5
2020-05-12,Marlborough Region,-10.54
2020-05-12,Nelson Region,-39.29
2020-05-12,Northland Region,-24.48
2020-05-12,Otago Region,-42.06
2020-05-12,Southland Region,-32.15
2020-05-12,Taranaki Region,-39.87
2020-05-12,Tasman Region,-30.44
2020-05-12,Waikato Region,-34.88
2020-05-12,Wellington Region,-56.57
2020-05-12,West Coast Region,-23.79
2020-05-13,Auckland Region,-43.53
2020-05-13,Bay of Plenty Region,-35
2020-05-13,Canterbury Region,-38.9
2020-05-13,Gisborne Region,-25.39
2020-05-13,Hawke's Bay Region,-34.65
2020-05-13,Manawatu-Wanganui Region,-33.56
2020-05-13,Marlborough Region,-4.47
2020-05-13,Nelson Region,-36.36
2020-05-13,Northland Region,-23.48
2020-05-13,Otago Region,-40.43
2020-05-13,Southland Region,-30.55
2020-05-13,Taranaki Region,-36.14
2020-05-13,Tasman Region,-30.5
2020-05-13,Waikato Region,-34.58
2020-05-13,Wellington Region,-54.66
2020-05-13,West Coast Region,-24.83
2020-05-14,Auckland Region,-30.9
2020-05-14,Bay of Plenty Region,-18.16
2020-05-14,Canterbury Region,-23.5
2020-05-14,Gisborne Region,-16.16
2020-05-14,Hawke's Bay Region,-19.86
2020-05-14,Manawatu-Wanganui Region,-18.78
2020-05-14,Marlborough Region,2.47
2020-05-14,Nelson Region,-15.9
2020-05-14,Northland Region,-5.51
2020-05-14,Otago Region,-26.93
2020-05-14,Southland Region,-17.95
2020-05-14,Taranaki Region,-21.8
2020-05-14,Tasman Region,-17.78
2020-05-14,Waikato Region,-23.73
2020-05-14,Wellington Region,-41.61
2020-05-14,West Coast Region,-12.99
2020-05-15,Auckland Region,-29.05
2020-05-15,Bay of Plenty Region,-18.4
2020-05-15,Canterbury Region,-22.54
2020-05-15,Gisborne Region,-14.21
2020-05-15,Hawke's Bay Region,-21.3
2020-05-15,Manawatu-Wanganui Region,-20.4
2020-05-15,Marlborough Region,3.57
2020-05-15,Nelson Region,-16.66
2020-05-15,Northland Region,-7.74
2020-05-15,Otago Region,-26.35
2020-05-15,Southland Region,-14.52
2020-05-15,Taranaki Region,-23.85
2020-05-15,Tasman Region,-18.66
2020-05-15,Waikato Region,-23.85
2020-05-15,Wellington Region,-40.65
2020-05-15,West Coast Region,-10.22
2020-05-16,Auckland Region,-13.4
2020-05-16,Bay of Plenty Region,-10
2020-05-16,Canterbury Region,-11.69
2020-05-16,Gisborne Region,-23.77
2020-05-16,Hawke's Bay Region,-16.23
2020-05-16,Manawatu-Wanganui Region,-14.45
2020-05-16,Marlborough Region,-4.02
2020-05-16,Nelson Region,-10.36
2020-05-16,Northland Region,-1.85
2020-05-16,Otago Region,-24.1
2020-05-16,Southland Region,-13.74
2020-05-16,Taranaki Region,-14.41
2020-05-16,Tasman Region,-7.56
2020-05-16,Waikato Region,-18.06
2020-05-16,Wellington Region,-15.32
2020-05-16,West Coast Region,-10.87
2020-05-17,Auckland Region,-15.11
2020-05-17,Bay of Plenty Region,-8.52
2020-05-17,Canterbury Region,-5.87
2020-05-17,Gisborne Region,-12.7
2020-05-17,Hawke's Bay Region,-15.41
2020-05-17,Manawatu-Wanganui Region,-6.67
2020-05-17,Marlborough Region,8.48
2020-05-17,Nelson Region,-3.34
2020-05-17,Northland Region,7.11
2020-05-17,Otago Region,-22.65
2020-05-17,Southland Region,-9.21
2020-05-17,Taranaki Region,-4.83
2020-05-17,Tasman Region,2.56
2020-05-17,Waikato Region,-8
2020-05-17,Wellington Region,-15.68
2020-05-17,West Coast Region,-5.29
2020-05-18,Auckland Region,-18.95
2020-05-18,Bay of Plenty Region,-6.65
2020-05-18,Canterbury Region,-9.61
2020-05-18,Gisborne Region,-4.62
2020-05-18,Hawke's Bay Region,-10.38
2020-05-18,Manawatu-Wanganui Region,-11.53
2020-05-18,Marlborough Region,5.39
2020-05-18,Nelson Region,0.49
2020-05-18,Northland Region,2.55
2020-05-18,Otago Region,-13.45
2020-05-18,Southland Region,-9.46
2020-05-18,Taranaki Region,-10.46
2020-05-18,Tasman Region,-2.61
2020-05-18,Waikato Region,-15.2
2020-05-18,Wellington Region,-30.88
2020-05-18,West Coast Region,-3.67
